date,station,prcp,tobs
2010-01-01,USC00519397,0.08,65
2010-01-02,USC00519397,0.0,63
2010-01-03,USC00519397,0.0,74
2010-01-04,USC00519397,0.0,76
2010-01-06,USC00519397,,73
2010-01-07,USC00519397,0.06,70
2010-01-08,USC00519397,0.0,64
2010-01-09,USC00519397,0.0,68
2010-01-10,USC00519397,0.0,73
2010-01-11,USC00519397,0.01,64
2010-01-12,USC00519397,0.0,61
2010-01-14,USC00519397,0.0,66
2010-01-15,USC00519397,0.0,65
2010-01-16,USC00519397,0.0,68
2010-01-17,USC00519397,0.0,64
2010-01-18,USC00519397,0.0,72
2010-01-19,USC00519397,0.0,66
2010-01-20,USC00519397,0.0,66
2010-01-21,USC00519397,0.0,69
2010-01-22,USC00519397,0.0,67
2010-01-23,USC00519397,0.0,67
2010-01-24,USC00519397,0.01,71
2010-01-25,USC00519397,0.0,67
2010-01-26,USC00519397,0.04,76
2010-01-27,USC00519397,0.12,68
2010-01-28,USC00519397,0.0,72
2010-01-30,USC00519397,,70
2010-01-31,USC00519397,0.03,67
2010-02-01,USC00519397,0.01,66
2010-02-03,USC00519397,,67
2010-02-04,USC00519397,0.01,69
2010-02-05,USC00519397,0.0,67
2010-02-06,USC00519397,0.0,67
2010-02-07,USC00519397,0.0,64
2010-02-08,USC00519397,0.0,69
2010-02-09,USC00519397,0.0,73
2010-02-11,USC00519397,0.0,73
2010-02-12,USC00519397,0.02,69
2010-02-13,USC00519397,0.01,69
2010-02-14,USC00519397,0.0,69
2010-02-15,USC00519397,0.0,71
2010-02-16,USC00519397,0.0,61
2010-02-17,USC00519397,0.0,69
2010-02-19,USC00519397,,63
2010-02-20,USC00519397,0.03,64
2010-02-21,USC00519397,0.0,65
2010-02-22,USC00519397,0.0,67
2010-02-23,USC00519397,0.0,68
2010-02-24,USC00519397,0.0,65
2010-02-25,USC00519397,0.0,76
2010-02-26,USC00519397,0.0,75
2010-02-28,USC00519397,0.0,66
2010-03-01,USC00519397,0.01,70
2010-03-02,USC00519397,0.0,72
2010-03-03,USC00519397,0.0,73
2010-03-04,USC00519397,0.12,70
2010-03-05,USC00519397,0.08,71
2010-03-06,USC00519397,0.03,72
2010-03-07,USC00519397,0.0,72
2010-03-08,USC00519397,0.43,69
2010-03-09,USC00519397,0.06,70
2010-03-11,USC00519397,,73
2010-03-12,USC00519397,0.0,72
2010-03-13,USC00519397,0.0,73
2010-03-14,USC00519397,0.0,70
2010-03-15,USC00519397,0.06,71
2010-03-17,USC00519397,0.0,68
2010-03-18,USC00519397,0.0,70
2010-03-21,USC00519397,0.0,72
2010-03-22,USC00519397,0.0,69
2010-03-23,USC00519397,0.0,68
2010-03-24,USC00519397,0.0,74
2010-03-26,USC00519397,,72
2010-03-27,USC00519397,0.0,72
2010-03-28,USC00519397,0.0,73
2010-03-29,USC00519397,0.0,74
2010-03-30,USC00519397,0.0,73
2010-03-31,USC00519397,0.0,73
2010-04-01,USC00519397,0.0,74
2010-04-02,USC00519397,0.01,74
2010-04-03,USC00519397,0.17,74
2010-04-04,USC00519397,0.15,71
2010-04-05,USC00519397,0.27,72
2010-04-06,USC00519397,0.01,75
2010-04-08,USC00519397,0.0,75
2010-04-09,USC00519397,0.01,75
2010-04-10,USC00519397,0.0,75
2010-04-11,USC00519397,0.01,73
2010-04-12,USC00519397,0.01,73
2010-04-13,USC00519397,0.0,71
2010-04-15,USC00519397,0.0,71
2010-04-16,USC00519397,0.01,68
2010-04-17,USC00519397,0.0,70
2010-04-18,USC00519397,0.0,71
2010-04-19,USC00519397,0.0,74
2010-04-20,USC00519397,0.04,71
2010-04-21,USC00519397,0.01,75
2010-04-22,USC00519397,0.0,76
2010-04-23,USC00519397,0.02,75
2010-04-24,USC00519397,0.0,75
2010-04-25,USC00519397,0.0,76
2010-04-26,USC00519397,0.0,76
2010-04-28,USC00519397,0.0,76
2010-04-30,USC00519397,0.0,77
2010-05-01,USC00519397,0.0,77
2010-05-02,USC00519397,0.03,73
2010-05-03,USC00519397,0.2,74
2010-05-04,USC00519397,0.08,76
2010-05-05,USC00519397,0.01,76
2010-05-06,USC00519397,0.0,80
2010-05-07,USC00519397,0.05,74
2010-05-08,USC00519397,0.0,77
2010-05-09,USC00519397,0.0,77
2010-05-10,USC00519397,0.0,76
2010-05-11,USC00519397,0.0,77
2010-05-13,USC00519397,0.0,78
2010-05-14,USC00519397,0.0,78
2010-05-15,USC00519397,0.0,75
2010-05-16,USC00519397,0.03,73
2010-05-17,USC00519397,0.0,77
2010-05-18,USC00519397,0.0,76
2010-05-19,USC00519397,0.0,77
2010-05-21,USC00519397,,77
2010-05-22,USC00519397,0.0,78
2010-05-23,USC00519397,0.05,75
2010-05-24,USC00519397,0.0,77
2010-05-25,USC00519397,0.0,77
2010-05-26,USC00519397,0.02,77
2010-05-27,USC00519397,0.0,76
2010-05-28,USC00519397,0.0,75
2010-05-29,USC00519397,0.0,77
2010-05-30,USC00519397,0.0,77
2010-05-31,USC00519397,0.0,77
2010-06-01,USC00519397,0.0,78
2010-06-02,USC00519397,0.01,76
2010-06-03,USC00519397,0.0,78
2010-06-04,USC00519397,0.0,76
2010-06-05,USC00519397,0.0,77
2010-06-06,USC00519397,0.0,78
2010-06-07,USC00519397,0.0,77
2010-06-08,USC00519397,0.0,78
2010-06-09,USC00519397,0.0,78
2010-06-10,USC00519397,0.0,79
2010-06-11,USC00519397,0.0,78
2010-06-12,USC00519397,0.0,78
2010-06-13,USC00519397,0.0,78
2010-06-14,USC00519397,0.0,77
2010-06-15,USC00519397,0.0,78
2010-06-16,USC00519397,0.0,78
2010-06-17,USC00519397,0.0,77
2010-06-18,USC00519397,0.0,77
2010-06-19,USC00519397,0.0,82
2010-06-20,USC00519397,0.0,78
2010-06-21,USC00519397,0.0,78
2010-06-22,USC00519397,0.0,78
2010-06-23,USC00519397,0.0,78
2010-06-24,USC00519397,0.0,78
2010-06-25,USC00519397,0.0,77
2010-06-26,USC00519397,0.02,76
2010-06-27,USC00519397,0.0,78
2010-06-28,USC00519397,0.0,78
2010-06-29,USC00519397,0.0,78
2010-06-30,USC00519397,0.0,78
2010-07-01,USC00519397,0.01,75
2010-07-02,USC00519397,0.05,77
2010-07-03,USC00519397,0.09,77
2010-07-04,USC00519397,0.05,78
2010-07-05,USC00519397,0.06,78
2010-07-06,USC00519397,0.08,76
2010-07-07,USC00519397,0.08,74
2010-07-08,USC00519397,0.03,76
2010-07-09,USC00519397,0.06,74
2010-07-10,USC00519397,0.09,76
2010-07-11,USC00519397,0.0,78
2010-07-12,USC00519397,0.0,77
2010-07-13,USC00519397,0.0,80
2010-07-16,USC00519397,,78
2010-07-17,USC00519397,0.02,76
2010-07-18,USC00519397,0.0,77
2010-07-19,USC00519397,0.04,77
2010-07-21,USC00519397,0.0,80
2010-07-22,USC00519397,0.0,78
2010-07-24,USC00519397,0.0,80
2010-07-25,USC00519397,0.0,79
2010-07-26,USC00519397,0.0,78
2010-07-27,USC00519397,0.0,79
2010-07-28,USC00519397,0.0,78
2010-07-29,USC00519397,0.0,79
2010-07-30,USC00519397,0.0,78
2010-07-31,USC00519397,0.02,77
2010-08-01,USC00519397,0.04,77
2010-08-02,USC00519397,0.01,76
2010-08-03,USC00519397,0.02,77
2010-08-04,USC00519397,0.07,77
2010-08-05,USC00519397,0.08,75
2010-08-06,USC00519397,0.03,75
2010-08-07,USC00519397,0.0,80
2010-08-08,USC00519397,0.0,77
2010-08-09,USC00519397,0.0,78
2010-08-10,USC00519397,0.0,78
2010-08-11,USC00519397,0.0,77
2010-08-12,USC00519397,0.0,76
2010-08-13,USC00519397,0.0,78
2010-08-14,USC00519397,0.0,78
2010-08-15,USC00519397,0.01,76
2010-08-16,USC00519397,0.0,76
2010-08-17,USC00519397,0.05,74
2010-08-18,USC00519397,0.0,77
2010-08-19,USC00519397,0.0,79
2010-08-20,USC00519397,0.0,79
2010-08-21,USC00519397,0.0,79
2010-08-22,USC00519397,0.0,75
2010-08-23,USC00519397,0.01,87
2010-08-24,USC00519397,0.0,78
2010-08-25,USC00519397,0.04,76
2010-08-26,USC00519397,0.03,78
2010-08-27,USC00519397,0.0,78
2010-08-28,USC00519397,0.04,79
2010-08-29,USC00519397,0.0,78
2010-08-30,USC00519397,0.0,78
2010-08-31,USC00519397,0.0,80
2010-09-01,USC00519397,0.0,77
2010-09-02,USC00519397,0.02,76
2010-09-03,USC00519397,0.04,78
2010-09-04,USC00519397,0.01,77
2010-09-05,USC00519397,0.0,77
2010-09-06,USC00519397,0.0,77
2010-09-07,USC00519397,0.06,76
2010-09-08,USC00519397,0.0,78
2010-09-09,USC00519397,0.0,78
2010-09-10,USC00519397,0.0,78
2010-09-11,USC00519397,0.05,78
2010-09-12,USC00519397,0.0,74
2010-09-13,USC00519397,0.0,78
2010-09-14,USC00519397,0.0,79
2010-09-15,USC00519397,0.0,77
2010-09-16,USC00519397,0.0,79
2010-09-17,USC00519397,0.0,78
2010-09-19,USC00519397,0.0,78
2010-09-20,USC00519397,0.0,78
2010-09-21,USC00519397,0.0,79
2010-09-22,USC00519397,0.04,76
2010-09-23,USC00519397,0.0,78
2010-09-24,USC00519397,0.0,78
2010-09-25,USC00519397,0.0,79
2010-09-26,USC00519397,0.0,74
2010-09-27,USC00519397,0.0,75
2010-09-28,USC00519397,0.0,75
2010-09-29,USC00519397,0.0,78
2010-09-30,USC00519397,0.57,73
2010-10-01,USC00519397,0.31,78
2010-10-02,USC00519397,0.03,78
2010-10-03,USC00519397,0.0,78
2010-10-04,USC00519397,0.06,78
2010-10-05,USC00519397,0.0,80
2010-10-06,USC00519397,0.0,79
2010-10-07,USC00519397,0.0,79
2010-10-08,USC00519397,0.0,78
2010-10-09,USC00519397,0.0,78
2010-10-10,USC00519397,0.0,78
2010-10-11,USC00519397,0.0,77
2010-10-12,USC00519397,0.0,79
2010-10-13,USC00519397,0.0,78
2010-10-15,USC00519397,0.0,78
2010-10-16,USC00519397,0.0,77
2010-10-17,USC00519397,0.0,76
2010-10-18,USC00519397,0.0,76
2010-10-19,USC00519397,0.07,72
2010-10-20,USC00519397,0.0,74
2010-10-21,USC00519397,0.0,80
2010-10-22,USC00519397,0.0,77
2010-10-23,USC00519397,0.0,75
2010-10-24,USC00519397,0.0,78
2010-10-25,USC00519397,0.0,78
2010-10-26,USC00519397,0.07,76
2010-10-27,USC00519397,0.05,79
2010-10-28,USC00519397,0.06,78
2010-10-29,USC00519397,0.03,78
2010-10-30,USC00519397,0.02,77
2010-10-31,USC00519397,0.0,76
2010-11-01,USC00519397,0.01,75
2010-11-02,USC00519397,0.01,73
2010-11-04,USC00519397,,73
2010-11-05,USC00519397,0.0,77
2010-11-06,USC00519397,0.0,76
2010-11-07,USC00519397,0.0,77
2010-11-08,USC00519397,0.0,76
2010-11-09,USC00519397,0.0,73
2010-11-10,USC00519397,0.23,73
2010-11-11,USC00519397,0.0,77
2010-11-12,USC00519397,0.0,77
2010-11-13,USC00519397,0.0,76
2010-11-16,USC00519397,0.0,73
2010-11-17,USC00519397,0.0,73
2010-11-19,USC00519397,,72
2010-11-20,USC00519397,0.03,69
2010-11-21,USC00519397,0.0,69
2010-11-22,USC00519397,0.0,68
2010-11-23,USC00519397,0.0,69
2010-11-24,USC00519397,0.0,76
2010-11-25,USC00519397,0.0,76
2010-11-27,USC00519397,0.0,75
2010-11-28,USC00519397,0.0,74
2010-11-29,USC00519397,0.0,69
2010-11-30,USC00519397,0.0,74
2010-12-01,USC00519397,0.04,76
2010-12-03,USC00519397,0.0,74
2010-12-04,USC00519397,0.0,74
2010-12-06,USC00519397,0.0,64
2010-12-07,USC00519397,0.0,64
2010-12-08,USC00519397,0.0,67
2010-12-09,USC00519397,0.0,77
2010-12-10,USC00519397,1.58,66
2010-12-11,USC00519397,0.77,69
2010-12-12,USC00519397,0.0,68
2010-12-13,USC00519397,0.0,68
2010-12-14,USC00519397,0.0,71
2010-12-15,USC00519397,0.0,74
2010-12-16,USC00519397,0.0,67
2010-12-17,USC00519397,0.0,66
2010-12-18,USC00519397,0.0,69
2010-12-19,USC00519397,1.4,71
2010-12-23,USC00519397,0.0,70
2010-12-24,USC00519397,0.0,70
2010-12-26,USC00519397,,74
2010-12-27,USC00519397,0.13,74
2010-12-28,USC00519397,0.55,71
2010-12-29,USC00519397,0.06,75
2010-12-30,USC00519397,0.01,75
2010-12-31,USC00519397,0.0,72
2011-01-01,USC00519397,0.0,69
2011-01-02,USC00519397,0.0,72
2011-01-03,USC00519397,0.0,74
2011-01-04,USC00519397,0.0,73
2011-01-05,USC00519397,0.0,64
2011-01-06,USC00519397,0.01,65
2011-01-07,USC00519397,0.0,68
2011-01-08,USC00519397,0.0,62
2011-01-09,USC00519397,0.0,58
2011-01-10,USC00519397,0.0,73
2011-01-11,USC00519397,0.09,60
2011-01-13,USC00519397,,68
2011-01-14,USC00519397,0.03,76
2011-01-15,USC00519397,0.0,68
2011-01-16,USC00519397,0.0,66
2011-01-17,USC00519397,0.0,64
2011-01-18,USC00519397,0.0,64
2011-01-19,USC00519397,0.03,64
2011-01-20,USC00519397,0.0,76
2011-01-21,USC00519397,0.0,75
2011-01-22,USC00519397,0.0,68
2011-01-23,USC00519397,0.0,68
2011-01-24,USC00519397,0.0,72
2011-01-25,USC00519397,0.0,63
2011-01-27,USC00519397,0.0,68
2011-01-28,USC00519397,0.0,75
2011-01-29,USC00519397,0.0,65
2011-01-30,USC00519397,0.0,64
2011-01-31,USC00519397,0.22,68
2011-02-01,USC00519397,0.0,68
2011-02-02,USC00519397,0.0,66
2011-02-03,USC00519397,0.0,67
2011-02-04,USC00519397,0.0,64
2011-02-05,USC00519397,0.0,65
2011-02-06,USC00519397,0.0,75
2011-02-07,USC00519397,1.29,68
2011-02-08,USC00519397,1.3,71
2011-02-09,USC00519397,0.0,71
2011-02-10,USC00519397,0.29,71
2011-02-12,USC00519397,,68
2011-02-13,USC00519397,0.0,68
2011-02-14,USC00519397,0.04,72
2011-02-15,USC00519397,0.05,70
2011-02-16,USC00519397,0.0,74
2011-02-19,USC00519397,0.0,67
2011-02-20,USC00519397,1.72,71
2011-02-21,USC00519397,0.0,71
2011-02-22,USC00519397,0.82,71
2011-02-23,USC00519397,0.0,74
2011-02-24,USC00519397,0.2,68
2011-02-25,USC00519397,0.0,71
2011-02-26,USC00519397,0.0,69
2011-02-27,USC00519397,0.0,69
2011-02-28,USC00519397,0.0,68
2011-03-01,USC00519397,0.1,68
2011-03-02,USC00519397,0.0,72
2011-03-03,USC00519397,0.0,74
2011-03-04,USC00519397,0.88,72
2011-03-05,USC00519397,0.4,69
2011-03-06,USC00519397,0.03,70
2011-03-08,USC00519397,,72
2011-03-09,USC00519397,0.2,71
2011-03-10,USC00519397,0.15,71
2011-03-12,USC00519397,0.0,72
2011-03-13,USC00519397,0.0,70
2011-03-14,USC00519397,0.0,71
2011-03-16,USC00519397,0.0,76
2011-03-17,USC00519397,0.01,73
2011-03-18,USC00519397,0.05,74
2011-03-19,USC00519397,0.01,74
2011-03-20,USC00519397,0.02,74
2011-03-21,USC00519397,0.0,74
2011-03-22,USC00519397,0.02,74
2011-03-23,USC00519397,0.0,74
2011-03-24,USC00519397,0.06,73
2011-03-25,USC00519397,0.0,74
2011-03-26,USC00519397,0.0,74
2011-03-27,USC00519397,0.0,73
2011-03-28,USC00519397,0.04,74
2011-03-30,USC00519397,0.0,75
2011-03-31,USC00519397,0.0,74
2011-04-01,USC00519397,0.05,74
2011-04-02,USC00519397,0.04,75
2011-04-03,USC00519397,0.0,74
2011-04-04,USC00519397,0.0,75
2011-04-05,USC00519397,0.0,74
2011-04-06,USC00519397,0.09,70
2011-04-07,USC00519397,1.11,70
2011-04-08,USC00519397,0.36,70
2011-04-09,USC00519397,0.02,76
2011-04-10,USC00519397,0.0,76
2011-04-11,USC00519397,0.0,76
2011-04-12,USC00519397,0.0,76
2011-04-13,USC00519397,0.0,70
2011-04-15,USC00519397,0.0,77
2011-04-16,USC00519397,0.12,74
2011-04-17,USC00519397,0.0,73
2011-04-18,USC00519397,0.0,76
2011-04-19,USC00519397,0.0,76
2011-04-20,USC00519397,0.0,74
2011-04-21,USC00519397,0.0,77
2011-04-22,USC00519397,0.0,77
2011-04-23,USC00519397,0.0,78
2011-04-24,USC00519397,0.0,77
2011-04-25,USC00519397,0.0,77
2011-04-26,USC00519397,0.0,76
2011-04-27,USC00519397,0.0,77
2011-04-29,USC00519397,0.0,78
2011-04-30,USC00519397,0.04,76
2011-05-01,USC00519397,0.0,77
2011-05-02,USC00519397,0.0,77
2011-05-03,USC00519397,2.1,70
2011-05-04,USC00519397,0.02,76
2011-05-05,USC00519397,0.12,74
2011-05-06,USC00519397,0.12,72
2011-05-07,USC00519397,0.55,74
2011-05-08,USC00519397,0.55,73
2011-05-09,USC00519397,0.02,75
2011-05-10,USC00519397,0.11,75
2011-05-11,USC00519397,0.1,75
2011-05-12,USC00519397,0.0,76
2011-05-13,USC00519397,0.0,77
2011-05-14,USC00519397,0.0,78
2011-05-15,USC00519397,0.0,77
2011-05-16,USC00519397,0.0,78
2011-05-17,USC00519397,0.0,77
2011-05-18,USC00519397,0.0,76
2011-05-19,USC00519397,0.01,77
2011-05-20,USC00519397,0.0,79
2011-05-21,USC00519397,0.0,77
2011-05-22,USC00519397,0.06,74
2011-05-23,USC00519397,0.02,78
2011-05-24,USC00519397,0.0,77
2011-05-25,USC00519397,0.0,79
2011-05-26,USC00519397,0.0,78
2011-05-27,USC00519397,0.0,78
2011-05-28,USC00519397,0.0,77
2011-05-29,USC00519397,0.0,78
2011-05-30,USC00519397,0.0,78
2011-05-31,USC00519397,0.05,73
2011-06-01,USC00519397,0.07,77
2011-06-02,USC00519397,0.0,78
2011-06-03,USC00519397,0.56,73
2011-06-04,USC00519397,0.89,70
2011-06-05,USC00519397,0.0,76
2011-06-06,USC00519397,0.0,77
2011-06-07,USC00519397,0.0,77
2011-06-08,USC00519397,0.03,77
2011-06-09,USC00519397,0.01,77
2011-06-10,USC00519397,0.0,78
2011-06-11,USC00519397,0.0,77
2011-06-12,USC00519397,0.0,77
2011-06-13,USC00519397,0.0,78
2011-06-14,USC00519397,0.0,78
2011-06-15,USC00519397,0.0,77
2011-06-17,USC00519397,0.0,78
2011-06-18,USC00519397,0.0,78
2011-06-19,USC00519397,0.05,75
2011-06-20,USC00519397,0.06,76
2011-06-21,USC00519397,0.07,76
2011-06-24,USC00519397,,77
2011-06-25,USC00519397,0.0,78
2011-06-26,USC00519397,0.0,76
2011-06-27,USC00519397,0.01,77
2011-06-28,USC00519397,0.01,75
2011-06-29,USC00519397,0.0,77
2011-07-01,USC00519397,0.05,77
2011-07-02,USC00519397,0.02,78
2011-07-03,USC00519397,0.0,78
2011-07-04,USC00519397,0.0,78
2011-07-05,USC00519397,0.01,78
2011-07-06,USC00519397,0.01,76
2011-07-07,USC00519397,0.01,76
2011-07-08,USC00519397,0.0,77
2011-07-09,USC00519397,0.03,77
2011-07-10,USC00519397,0.02,77
2011-07-11,USC00519397,0.0,78
2011-07-12,USC00519397,0.0,77
2011-07-13,USC00519397,0.15,73
2011-07-14,USC00519397,0.0,77
2011-07-15,USC00519397,0.0,79
2011-07-16,USC00519397,0.0,78
2011-07-17,USC00519397,0.04,77
2011-07-18,USC00519397,0.0,78
2011-07-19,USC00519397,0.0,78
2011-07-20,USC00519397,0.0,76
2011-07-21,USC00519397,0.03,77
2011-07-23,USC00519397,0.0,78
2011-07-24,USC00519397,0.0,77
2011-07-25,USC00519397,0.0,78
2011-07-26,USC00519397,0.0,78
2011-07-27,USC00519397,0.04,77
2011-07-28,USC00519397,0.09,77
2011-07-29,USC00519397,0.04,78
2011-07-30,USC00519397,0.12,80
2011-07-31,USC00519397,0.0,77
2011-08-01,USC00519397,0.0,78
2011-08-02,USC00519397,0.0,77
2011-08-03,USC00519397,0.0,78
2011-08-04,USC00519397,0.02,76
2011-08-05,USC00519397,0.03,78
2011-08-06,USC00519397,0.01,77
2011-08-07,USC00519397,0.0,78
2011-08-08,USC00519397,0.0,78
2011-08-09,USC00519397,0.0,79
2011-08-11,USC00519397,0.0,78
2011-08-12,USC00519397,0.0,78
2011-08-13,USC00519397,0.0,76
2011-08-14,USC00519397,0.0,78
2011-08-15,USC00519397,0.0,77
2011-08-16,USC00519397,0.0,79
2011-08-17,USC00519397,0.02,77
2011-08-18,USC00519397,0.0,77
2011-08-19,USC00519397,0.0,78
2011-08-20,USC00519397,0.07,77
2011-08-21,USC00519397,0.0,77
2011-08-22,USC00519397,0.0,78
2011-08-23,USC00519397,0.0,78
2011-08-24,USC00519397,0.0,79
2011-08-25,USC00519397,0.0,78
2011-08-26,USC00519397,0.0,78
2011-08-27,USC00519397,0.0,79
2011-08-28,USC00519397,0.05,76
2011-08-29,USC00519397,0.1,76
2011-08-30,USC00519397,0.02,78
2011-08-31,USC00519397,0.0,79
2011-09-02,USC00519397,0.0,79
2011-09-03,USC00519397,0.0,78
2011-09-04,USC00519397,0.03,77
2011-09-05,USC00519397,0.0,77
2011-09-06,USC00519397,0.0,73
2011-09-07,USC00519397,0.0,73
2011-09-08,USC00519397,0.0,77
2011-09-09,USC00519397,0.0,79
2011-09-10,USC00519397,0.0,77
2011-09-11,USC00519397,0.0,77
2011-09-12,USC00519397,0.0,85
2011-09-13,USC00519397,0.01,77
2011-09-14,USC00519397,0.0,76
2011-09-15,USC00519397,0.0,79
2011-09-16,USC00519397,0.0,79
2011-09-17,USC00519397,0.02,77
2011-09-18,USC00519397,0.04,77
2011-09-19,USC00519397,0.0,82
2011-09-20,USC00519397,0.0,80
2011-09-21,USC00519397,0.0,79
2011-09-22,USC00519397,0.03,78
2011-09-23,USC00519397,0.0,76
2011-09-24,USC00519397,0.0,77
2011-09-25,USC00519397,0.0,74
2011-09-26,USC00519397,0.0,77
2011-09-27,USC00519397,0.0,78
2011-09-28,USC00519397,0.0,77
2011-10-01,USC00519397,0.0,78
2011-10-02,USC00519397,0.0,78
2011-10-03,USC00519397,0.0,80
2011-10-05,USC00519397,,79
2011-10-06,USC00519397,0.0,75
2011-10-07,USC00519397,0.03,78
2011-10-08,USC00519397,0.0,79
2011-10-09,USC00519397,0.0,78
2011-10-10,USC00519397,0.02,77
2011-10-11,USC00519397,0.03,78
2011-10-12,USC00519397,0.0,77
2011-10-13,USC00519397,0.0,77
2011-10-14,USC00519397,0.03,78
2011-10-15,USC00519397,0.02,77
2011-10-16,USC00519397,0.0,76
2011-10-17,USC00519397,0.02,77
2011-10-18,USC00519397,0.01,76
2011-10-19,USC00519397,0.0,74
2011-10-20,USC00519397,0.0,78
2011-10-21,USC00519397,0.0,76
2011-10-22,USC00519397,0.0,77
2011-10-23,USC00519397,0.0,75
2011-10-24,USC00519397,0.14,74
2011-10-25,USC00519397,1.6,77
2011-10-26,USC00519397,0.01,76
2011-10-27,USC00519397,0.0,77
2011-10-28,USC00519397,0.05,73
2011-10-29,USC00519397,0.01,76
2011-10-30,USC00519397,0.0,75
2011-10-31,USC00519397,0.03,76
2011-11-01,USC00519397,0.58,71
2011-11-02,USC00519397,0.28,77
2011-11-03,USC00519397,0.02,77
2011-11-04,USC00519397,0.01,75
2011-11-05,USC00519397,0.0,76
2011-11-06,USC00519397,0.0,77
2011-11-07,USC00519397,0.0,78
2011-11-08,USC00519397,0.0,76
2011-11-09,USC00519397,0.02,76
2011-11-10,USC00519397,0.0,76
2011-11-11,USC00519397,0.05,74
2011-11-12,USC00519397,0.0,75
2011-11-13,USC00519397,0.0,76
2011-11-14,USC00519397,0.0,73
2011-11-15,USC00519397,0.0,71
2011-11-16,USC00519397,0.0,75
2011-11-17,USC00519397,0.0,76
2011-11-18,USC00519397,0.0,78
2011-11-19,USC00519397,0.0,76
2011-11-20,USC00519397,0.0,75
2011-11-21,USC00519397,0.01,76
2011-11-22,USC00519397,0.02,73
2011-11-23,USC00519397,0.01,75
2011-11-24,USC00519397,0.0,73
2011-11-25,USC00519397,0.01,70
2011-11-26,USC00519397,0.02,75
2011-11-27,USC00519397,0.07,73
2011-11-28,USC00519397,0.0,72
2011-11-29,USC00519397,0.0,72
2011-11-30,USC00519397,0.02,66
2011-12-01,USC00519397,0.03,69
2011-12-02,USC00519397,0.08,68
2011-12-03,USC00519397,0.0,73
2011-12-04,USC00519397,0.0,74
2011-12-05,USC00519397,0.0,73
2011-12-06,USC00519397,0.0,73
2011-12-07,USC00519397,0.0,73
2011-12-08,USC00519397,0.0,73
2011-12-09,USC00519397,0.13,71
2011-12-10,USC00519397,0.07,73
2011-12-11,USC00519397,0.07,73
2011-12-12,USC00519397,0.08,77
2011-12-13,USC00519397,0.4,72
2011-12-14,USC00519397,0.7,71
2011-12-15,USC00519397,0.0,73
2011-12-16,USC00519397,0.01,70
2011-12-17,USC00519397,0.07,73
2011-12-18,USC00519397,0.02,69
2011-12-19,USC00519397,0.15,74
2011-12-20,USC00519397,0.02,72
2011-12-21,USC00519397,0.18,71
2011-12-22,USC00519397,0.03,72
2011-12-23,USC00519397,0.04,72
2011-12-24,USC00519397,0.1,70
2011-12-25,USC00519397,0.03,73
2011-12-26,USC00519397,0.0,73
2011-12-27,USC00519397,0.0,72
2011-12-28,USC00519397,0.0,73
2011-12-29,USC00519397,0.0,73
2011-12-30,USC00519397,0.0,72
2011-12-31,USC00519397,0.01,63
2012-01-01,USC00519397,0.0,63
2012-01-02,USC00519397,0.0,66
2012-01-03,USC00519397,0.0,66
2012-01-04,USC00519397,0.0,74
2012-01-06,USC00519397,0.0,71
2012-01-07,USC00519397,0.0,65
2012-01-08,USC00519397,0.0,61
2012-01-10,USC00519397,0.0,71
2012-01-11,USC00519397,0.0,65
2012-01-12,USC00519397,0.0,66
2012-01-14,USC00519397,0.0,61
2012-01-15,USC00519397,0.0,74
2012-01-16,USC00519397,0.04,75
2012-01-17,USC00519397,0.0,75
2012-01-18,USC00519397,0.0,75
2012-01-19,USC00519397,0.02,68
2012-01-20,USC00519397,0.0,73
2012-01-21,USC00519397,0.0,74
2012-01-22,USC00519397,0.0,74
2012-01-23,USC00519397,0.0,67
2012-01-24,USC00519397,0.0,66
2012-01-25,USC00519397,0.0,69
2012-01-26,USC00519397,0.0,74
2012-01-27,USC00519397,0.04,68
2012-01-28,USC00519397,0.03,72
2012-01-29,USC00519397,1.03,72
2012-01-30,USC00519397,0.01,71
2012-01-31,USC00519397,0.0,71
2012-02-01,USC00519397,0.0,66
2012-02-02,USC00519397,0.0,72
2012-02-03,USC00519397,0.0,63
2012-02-04,USC00519397,0.0,65
2012-02-05,USC00519397,0.0,69
2012-02-06,USC00519397,0.0,71
2012-02-07,USC00519397,0.37,71
2012-02-08,USC00519397,0.28,65
2012-02-09,USC00519397,0.01,61
2012-02-10,USC00519397,0.0,71
2012-02-11,USC00519397,0.0,72
2012-02-12,USC00519397,0.0,72
2012-02-13,USC00519397,0.04,72
2012-02-14,USC00519397,0.01,65
2012-02-15,USC00519397,0.0,66
2012-02-16,USC00519397,0.0,73
2012-02-17,USC00519397,0.0,73
2012-02-18,USC00519397,0.04,71
2012-02-19,USC00519397,0.01,72
2012-02-20,USC00519397,0.0,73
2012-02-21,USC00519397,0.0,72
2012-02-22,USC00519397,0.0,73
2012-02-23,USC00519397,0.0,77
2012-02-24,USC00519397,0.0,67
2012-02-25,USC00519397,0.0,69
2012-02-26,USC00519397,0.05,73
2012-02-27,USC00519397,0.06,72
2012-02-28,USC00519397,0.0,73
2012-02-29,USC00519397,0.0,74
2012-03-01,USC00519397,0.06,73
2012-03-02,USC00519397,0.0,67
2012-03-03,USC00519397,0.03,71
2012-03-04,USC00519397,0.01,72
2012-03-05,USC00519397,1.08,67
2012-03-06,USC00519397,4.0,69
2012-03-07,USC00519397,2.42,67
